time,heart_rate,spo2
0.596,73.06658645626842,95.82481422584806
0.6,74.61777076837679,95.86678827373625
0.604,73.51743047545413,96.02205258054713
0.608,74.90183797460195,95.68967795246587
0.612,74.79677951213222,96.32400558073552
0.616,72.68729450713828,96.0493094992032
0.62,73.4313746176228,95.67454860497489
0.624,72.61457815475204,95.69781794654904
0.628,73.30434564641564,95.97396859904809
0.632,75.64391117915501,96.08214547501495
0.636,75.31705773988641,96.31845958309316
0.64,75.04730572832312,95.66410953069223
0.644,74.37414793320924,96.04380595867228
0.648,73.64513805177403,95.77610254098526
0.652,74.07059727528856,95.81630921948882
0.656,73.73634321249125,95.71295117881243
0.66,76.31108746429103,95.90209193118922
0.664,74.42435655102653,95.73175842013875
0.668,74.76180060959737,96.17324403475695
0.672,73.34508481067378,96.13027754124047
0.676,75.9000882335906,95.84281345895809
0.68,73.89670426816701,96.17483109683937
0.684,75.58082226167414,96.19530046225823
0.688,74.46265888595359,95.83558913599462
0.692,75.77551322966164,96.13542823450776
0.696,75.39286440658401,95.71193133483091
0.7,74.66510434200923,96.03326087480274
0.704,75.16212251626648,95.81247576500068
0.708,72.50581390315308,95.70469668673243
0.712,74.82067872213159,95.97719400611427
0.716,75.38464840771746,95.97519660587741
0.72,74.12006795632763,96.17767428316222
0.724,74.31856182153257,95.95134874423066
0.728,73.44933562257053,96.07410262764039
0.732,73.2734234836452,95.79334970707667
0.736,73.13767222413539,95.88189953305775
0.74,72.16606847211825,95.88492226789128
0.744,75.20244800711978,95.77407092876626
0.748,74.12281015103582,95.82029519386002
0.752,75.52324401072707,95.64850118910304
0.756,74.67589801506823,96.37588465228608
0.76,71.85182149163535,96.07229616798283
0.764,73.9271160788954,96.07960812173907
0.768,73.58558489004149,96.19719527106643
0.772,73.44968145148502,95.92747764232246
0.776,73.79436751356143,96.23889968037078
0.78,75.1937234181878,96.25634606462812
0.784,72.83291436599707,96.07624240844525
0.788,74.19975066979895,96.2783499842164
0.792,74.37871451126173,96.14030779078263
0.796,74.63981281106325,96.00750102187241
0.8,74.12349747398979,96.10603429068313
0.804,75.67757081561184,95.84382107051701
0.808,74.03152917006042,96.60675253191293
0.812,74.79238915227089,95.94922522625637
0.816,75.87372825185675,96.38829072740968
0.82,75.04603138621732,95.83740777010063
0.824,75.26973603758199,96.33719407969532
0.828,74.52614411683935,96.38325475355009
0.832,75.01091382491046,96.14374738812462
0.836,75.20191282206257,95.9416553614688
0.84,75.09062412277673,96.23746790071824
0.844,73.3666568149146,95.90762464757381
0.848,74.96502690344371,95.72689579181251
0.852,74.39012209120787,95.89558163991032
0.856,73.90224637029108,96.10025462687818
0.86,74.46485090446302,95.98924905341833
0.864,75.23116507089514,95.88613963192661
0.868,75.96766751767976,96.37269059133976
0.872,75.26201250741798,96.10363444929752
0.876,73.63350173893144,96.05531272580951
0.88,75.43168614407335,96.0552456717034
0.884,74.08596507959678,96.58599310672919
0.888,74.05539353963773,96.36794442570367
0.892,74.33311633010732,96.19205719483034
0.896,74.47415853700161,95.93718643663094
0.9,74.94906530927817,95.95770279497746
0.904,73.82936657143304,95.7958321266324
0.908,75.00576645431049,96.47119906021217
0.912,74.36958477351321,95.93826348973504
0.916,74.61819366232267,96.21558835541165
0.92,74.61421000690413,96.07008663860744
0.924,75.59579972269734,95.93084827310189
0.928,76.02314639815272,96.23629893026853
0.932,75.28196231914355,96.1958596878781
0.936,74.87217606613193,96.39683443501772
0.94,73.94750768016411,95.71970149271249
0.944,75.06941162068739,96.36800848867419
0.948,74.20452037578539,96.19068446805977
0.952,74.88371929935731,96.0211012070065
0.956,76.26823375206155,95.77836868534884
0.96,74.99774590585534,96.32646514668504
0.964,77.46035938048274,95.55635261836036
0.968,75.47735359296829,96.21019433879127
0.972,73.95775947819408,96.20127895799723
0.976,75.4107386328393,95.96779001677437
0.98,76.32504804459057,96.06612495128886
0.984,76.09180310927724,96.30411087705906
0.988,75.74821923347949,95.98746940680081
0.992,74.79574298127697,96.10312677553297
0.996,75.4809170287293,96.33752389379933
0.0,75.8649529206004,96.21745424996878
0.004,76.58672409104886,96.39450395943193
0.008,78.79241440111802,96.08835373169961
0.012,76.59292184629855,96.35880834011844
0.016,77.09916327461627,96.16395592661563
0.02,76.83757711341887,96.26699801356718
0.024,76.43501708856472,96.1005700669404
0.028,76.2490987047942,96.16050158102477
0.032,75.79808580853728,96.2611555305841
0.036,78.16813810215247,96.42109468759935
0.04,76.80149668632473,96.17087292638439
0.044,77.08718113160747,96.4269146584268
0.048,77.06420377539207,96.76929891376399
0.052,76.3743645244282,96.63665119577142
0.056,77.09090230302068,96.29969970371522
0.06,77.32011235471755,96.10075720444505
0.064,76.51698452013031,96.2706727670396
0.068,76.27335983343342,96.51603968251469
0.072,75.12857298441753,96.34074586555894
0.076,76.08082418770012,96.29603019829591
0.08,76.5741046826991,96.44991311688979
0.084,77.29054806862838,96.35598102369201
0.088,77.79469362965995,96.0276943466665
0.092,76.02047666920353,96.10822943831015
0.096,76.42989619937163,96.1041557060353
0.1,77.16710554296867,96.12574687784827
0.104,76.8766650727338,96.12839149561628
0.108,76.34705868508607,96.41486045574354
0.112,78.18448957056192,96.18129937509204
0.116,77.07930219570173,96.28486943001265
0.12,76.27731111793379,96.4236866236626
0.124,77.71798565480464,96.28568821304911
0.128,75.77090886615635,96.08115861201323
0.132,75.52295769433793,96.03701521277137
0.136,78.21343284111292,96.09142440097382
0.14,75.41368928301796,95.82452023513068
0.144,76.53371728536797,96.30464315726492
0.148,75.97262919257207,96.24704461359383
0.152,77.79890993328972,96.00675618650952
0.156,77.70188031416164,96.62620023073823
0.16,75.5158255960569,95.9698458799911
0.164,76.67167427250521,96.1777942474816
0.168,75.78644409146324,96.23333851309846
0.172,75.74876390180222,96.1538052867011
0.176,77.28181627266326,95.78815059115301
0.18,75.24055064080964,96.3334090923342
0.184,77.1800684057449,96.05527873846958
0.188,78.24617322912043,96.2960625856224
0.192,75.97341259133024,96.674326780667
0.196,78.29382505104567,96.03392411955274
0.2,76.22715144226336,96.1101572650138
0.204,77.47388469131178,96.26691238861582
0.208,76.79425459214464,96.1635434197856
0.212,76.45848447977056,96.24557479238399
0.216,77.7832104055643,96.19883255695082
0.22,78.28525127097558,96.25733088134857
0.224,77.08819022594236,96.6292795962788
0.228,77.07564660627231,96.40506176588374
0.232,77.73763159339855,96.35122992146746
0.236,76.27278884263869,96.27531020428347
0.24,77.68087512228455,96.20150318190048
0.244,77.54066006496383,96.32866477870704
0.248,76.31973552842798,96.36529500434357
0.252,77.84529503507184,96.28666819303076
0.256,76.38564686814469,96.41615543401275
0.26,80.04639637030287,96.27225089844924
0.264,78.10003335775292,96.55677717981537
0.268,76.04486920911503,96.17532780819927
0.272,77.52660182764537,96.6589396096922
0.276,78.46726640918618,96.2481972323208
0.28,77.32549528579996,95.89796826544892
0.284,76.79886075860469,96.49519020303237
0.288,76.37579973460805,96.23396384809625
0.292,76.3393341420975,96.46873760610563
0.296,76.95641058318071,96.35125146441867
0.3,78.66400528644787,96.4544366588747
0.304,77.87214431074104,96.18684307612546
0.308,77.74807708472007,96.08864908431812
0.312,76.40026977949775,95.90559015330437
0.316,76.75812845035814,96.48048033958074
0.32,76.71002122658832,96.24580815436661
0.324,75.83495233889414,96.50662639933444
0.328,78.39697375394148,96.0440072279306
0.332,76.63838593236835,96.29527240330441
0.336,76.69295457398724,96.22551719839358
0.34,78.60676861401933,96.5803882561206
0.344,77.74783823751751,96.50428785796876
0.348,76.07760997386816,96.37571573223826
0.352,76.82433907383083,96.41143355751277
0.356,74.32135350829503,95.85678011225608
0.36,75.23455718306661,96.54451257668607
0.364,77.43525385034687,96.73363925986945
0.368,76.73588241531513,96.34507523931826
0.372,77.91257087465716,96.22167983829242
0.376,78.03588415376115,96.5673463854966
0.38,77.71108623611134,96.09882409528221
0.384,78.07002468577723,96.22095838044305
0.388,77.99137367740633,96.4818966732666
0.392,77.399082408493,96.52215274457824
0.396,78.05571218737765,96.34418439974762
0.4,77.14647113614186,96.4117805665442
0.404,77.490485737712,95.96048279140211
0.408,77.91066920321609,96.46613470936452
0.412,76.72719810035379,96.2872368656754
0.416,76.57728879878555,96.07231696207448
0.42,77.62650864188896,96.40196272501589
0.424,76.91660681681958,96.3778602832429
0.428,77.41889598633553,96.85188349724795
0.432,76.82384096129903,96.41253635879242
0.436,77.28372595429386,96.25342754186254
0.44,78.14718509581806,95.9991882658707
0.444,76.5982782261538,96.61316625886273
0.448,77.23096010932191,96.42294022705475
0.452,77.2251600532616,96.44413973842742
0.456,77.44897130627797,96.23412505249667
0.46,77.4685916505299,96.19042658543147
0.464,77.46558846646866,96.68917793934855
0.468,77.0915799500931,96.63721248377172
0.472,76.79627340144842,96.05531308463036
0.476,76.98219820030153,96.55400754357336
0.48,77.97799773402289,96.4025099393931
0.484,76.89043554420391,96.51011988854461
0.488,77.97319669961539,96.53370289053291
0.492,77.49915182911701,96.49434685192013
0.496,76.96914296281766,96.39295739634024
0.5,73.6463879618888,96.98638986984591
0.504,75.9647206137649,96.76328301297951
0.508,77.67000007512715,96.40983613067198
0.512,75.9575954010397,96.30018751370662
0.516,77.2489418123104,96.53054895729258
0.52,76.29879440293716,96.32262892498073
0.524,79.31089466403128,96.49051442722015
0.528,77.22435229540945,96.37595541356836
0.532,77.40703802290821,96.6180934109136
0.536,75.35635464294552,96.53913293336011
0.54,77.15139024918443,96.37614328581101
0.544,77.16832884129737,96.25462063216978
0.548,78.34942675407416,96.42496186376013
0.552,77.04215672678328,96.47146077727199
0.556,77.29062718249433,96.16848391367225
0.56,76.9703457597848,96.37978154080163
0.564,79.64935627732622,96.39403538797552
0.568,77.12635975055446,96.19460632003857
0.572,78.33633089525694,96.29770594118797
0.576,75.50810481661047,96.20842859488232
0.58,75.8275992812609,96.48690019260032
0.584,75.32035086210706,96.66361911131142
0.588,77.21126895746848,96.28328294773227
0.592,75.42044891814655,96.54606217380417
0.596,77.6121428878487,96.50624554063418
0.6,76.52509485880425,96.56457854735697
0.604,77.39333351492196,96.03313152155832
0.608,78.53981273855896,96.34532258206487
0.612,76.31974924380373,96.20845811493126
0.616,75.41593983127909,96.5674089396726
0.62,76.20648468157836,96.33950030034265
0.624,76.15356435262777,96.54772432623467
0.628,78.00158263793351,96.44150248191951
0.632,79.00575252628363,96.39045220250843
0.636,77.33308667627708,96.52144729551779
0.64,76.4199289458735,96.1854777597924
0.644,77.679728350434,96.79235376350314
0.648,76.95066297578455,96.55102655020538
0.652,76.92898710369082,96.60861721034443
0.656,76.92204695444167,96.38495821757688
0.66,76.74993515180753,96.58985136879173
0.664,77.24845928951375,96.48648870588694
0.668,77.38574994366219,96.60970665837307
0.672,76.1218892979226,96.6586548805513
0.676,77.59590537822486,96.71435199092623
0.68,77.1795665734776,96.43626395494084
0.684,76.99334733347456,96.3411837400761
0.688,78.36400932055614,96.622641598298
0.692,75.90149651098477,96.60104108810724
0.696,76.92184104367169,96.14141016922214
0.7,77.35198614212139,96.87904379014131
0.704,75.68640754575323,96.37538647588464
0.708,76.2463090942074,96.39538054796236
0.712,77.6341939525213,96.59566399392575
0.716,76.71716291565673,96.41283033283023
0.72,78.04991970490828,96.54283876933184
0.724,78.02283001994007,96.62746123600493
0.728,75.46916184405245,96.47141287464214
0.732,77.73355849777467,96.37780761984082
0.736,76.98047044040672,96.5629894907632
0.74,76.19818429489224,96.62229530254575
0.744,77.17879146223542,96.49157853348746
0.748,76.37712894840222,96.47033211819473
0.752,79.0743529100349,96.2805466619818
0.756,76.5092409961489,96.92751030796254
0.76,78.03309721786417,96.47699623149464
0.764,77.63265315407764,96.56821489511987
0.768,76.58795297087174,96.43063509979517
0.772,76.73973855450087,96.49493014449759
0.776,75.75004237587378,96.35441504825103
0.78,77.26692331923202,96.63663426931912
0.784,76.8993370470856,96.636796180718
0.788,78.18648646645245,96.15165821865247
0.792,76.54478485929924,96.44328595650936
0.796,76.372711031936,96.57721868147686
0.8,78.06086622736804,96.6303554202137
0.804,76.12546097103264,96.57741487446613
0.808,76.91547834951864,96.68704700213063
0.812,76.45077058945841,96.43832715179197
0.816,77.91525012319086,96.70505581014065
0.82,76.79639998438664,96.63228770339268
0.824,78.71356543509862,96.34627482412264
0.828,76.30410605409789,96.48108370259095
0.832,75.9209908174644,96.53778432373203
0.836,77.67520090552499,96.77452831539584
0.84,77.00517774382257,96.38111804755098
0.844,75.19287067005517,96.52546564519974
0.848,77.6034810127342,96.51222212892372
0.852,76.77909073102887,96.31091830072396
0.856,76.26292143604118,96.38814861574944
0.86,77.69719724779402,96.48958953841212
0.864,76.49268022643686,96.83459882421637
0.868,76.96056448801052,96.66029286460035
0.872,76.16716341878451,96.40413946457501
0.876,77.64212052385341,96.3368880350214
0.88,77.91196530616365,96.67274285741604
0.884,78.8034924279578,96.46244017484905
0.888,76.47549225714532,96.75956440805128
0.892,76.9710906638894,96.68694442560859
0.896,77.8519465869557,96.94042847479766
0.9,77.749558814188,96.52887816343609
0.904,77.73707393980747,96.60769727319305
0.908,78.20170505536014,96.666413999605
0.912,75.84345212887328,96.77655874383609
0.916,76.73422352172872,96.90643256435689
0.92,78.92862278776975,96.6524521221454
0.924,76.78526366987123,96.50260208516062
0.928,77.42743148351386,96.49902981289199
0.932,78.05760020246538,96.6662794026087
0.936,77.20161693793074,96.807065985021
0.94,75.34846812109103,96.4127806475651
0.944,77.35043918393745,96.52724140862051
0.948,76.7762078868544,96.67563048526783
0.952,77.03623281059998,96.76094938590539
0.956,76.5426632199851,96.4554023148379
0.96,75.26417717414805,96.45032522028609
0.964,75.64264210658638,96.62903970938092
0.968,77.10884060260246,96.65876965101359
0.972,76.97685780310458,96.75576675668835
0.976,77.83771685319513,96.50212223132736
0.98,76.59598888449409,96.67920578698542
0.984,73.99394216309302,96.52014787476604
0.988,76.32447343082416,96.71810474014553
0.992,76.58093336709089,96.54475204923621
0.996,78.3813485392109,96.7865214412956
0.0,76.7522853824487,96.52718868511525
0.004,76.65242595663385,96.66095553518956
0.008,76.42939405304058,96.48334998143685
0.012,76.8448010304688,96.45129599783584
0.016,78.43544154139535,96.42507417665628
0.02,76.43714689490116,96.57779723323398
0.024,78.58769489528248,96.6004553798903
0.028,77.59004160187558,96.5101319819713
0.032,76.91191047795778,96.6850472503708
0.036,76.66448985159545,96.72493340343435
0.04,77.02358281744323,96.59006310492572
0.044,77.12545540467433,96.47400280329832
0.048,77.48518367168943,96.52347321508842
0.052,76.63589134374789,96.7042147325317
0.056,75.3780388996031,96.85679282560817
0.06,75.74521132506273,96.5237486490791
0.064,74.79771078052408,96.60514917245837
0.068,76.33116078592226,96.8972089404396
0.072,75.12857725360959,96.74644436711986
0.076,77.51655845916645,96.75264897487472
0.08,77.08236297948012,96.37327276870883
0.084,76.55119718885605,96.5111233781722
0.088,78.28642536537946,96.36472115241835
0.092,77.53960475734377,96.86888547960014
0.096,76.54006329239967,96.44930918372307
0.1,77.02286711765942,96.92729388678258
0.104,75.59697124807266,96.80425810219141
0.108,77.55438483122194,96.6490674828407
0.112,76.91217314670006,96.24098682598208
0.116,75.27538668817012,96.44172221452861
0.12,76.57382245133631,96.68211610704688
0.124,76.01560203051055,96.83002882644927
0.128,75.92813302695183,96.97568054560939
0.132,76.08857856418464,96.77811763944462
0.136,76.64481107795524,96.71719109519263
0.14,77.62624473544473,96.89553611837304
0.144,75.8316580891493,96.41969717538436
0.148,76.14828517271533,96.28459569496367
0.152,75.32275886049285,96.71425283727282
0.156,75.42189152764101,96.55506139749654
0.16,77.21280836861027,96.59022374418828
0.164,75.24975895217726,96.84516980236516
0.168,78.06940572128931,96.65648282483784
0.172,76.5287632006335,96.90604443735084
0.176,75.75740023739333,96.78537672757811
0.18,76.31819185506018,97.08772614365205
0.184,77.04276317681324,96.77882574231366
0.188,77.63671304301965,96.71982936693496
0.192,75.94526999383706,96.51350282536181
0.196,76.23783142743426,96.51393821978195
0.2,75.6144699168286,96.43083518780682
0.204,77.33214025253362,96.91215081123148
0.208,76.6638187687945,96.56942393520148
0.212,77.14099110178724,96.80679220094656
0.216,79.2343846026469,96.98691162109137
0.22,77.06393764736856,96.83351975528377
0.224,77.24049953942831,97.10976603731687
0.228,75.79019775687712,97.0432631329069
0.232,76.25335707471423,96.92824570771295
0.236,75.75938367347077,96.8647234532715
0.24,77.04312012337635,96.48216601893301
0.244,75.88052475576126,96.71364270638199
0.248,77.50199469290168,96.76317338064328
0.252,76.82048454824113,96.80014548420738
0.256,77.77542957070659,97.0256612340137
0.26,75.5917582881719,96.81125947810413
0.264,77.11115982833488,96.81162982075703
0.268,75.75915621551802,96.65743859888804
0.272,77.66174101262283,96.44722678872098
0.276,76.84100469945803,96.67493564382592
0.28,76.48258439809527,96.80158849069088
0.284,77.6617928221907,96.84360770183595
0.288,77.1338126018667,96.59988045560276
0.292,76.27293433468493,96.53354397172374
0.296,77.60188287274042,96.44592796346151
0.3,77.07177473532747,96.39796388300861
0.304,76.820938188507,96.72063715855012
0.308,74.7241933909007,96.86221048093826
0.312,77.6194291038773,96.69622632274357
0.316,75.4022246967356,96.556326819311
0.32,76.41026103925246,96.70642434011391
0.324,76.86556660142203,96.52277259822134
0.328,77.78907385327345,96.69556677499398
0.332,77.73099202738797,96.73086384114357
0.336,77.17370398536345,96.70727177598704
0.34,76.65281847357397,96.4382231834022
0.344,75.22434674950227,96.86568517704698
0.348,77.43082611745415,96.49845841521095
0.352,76.0577656945747,97.2289731534845
0.356,78.19510922470835,96.72301141644266
0.36,75.46578114015132,97.02029003074385
0.364,76.35566958338481,96.72813163689385
0.368,75.19313008706902,97.11938951502998
0.372,77.92626955938897,96.67279809930255
0.376,76.23307879975498,96.51194018883093
0.38,76.94320032719435,96.82689036612707
0.384,75.9787879950384,96.67209689631417
0.388,77.14924980187439,96.74290760318033
0.392,76.43095866500809,96.69789524572127
0.396,77.7297805305623,96.7733525762781
0.4,76.1077464520045,96.42154380857066
0.404,77.43791104878942,96.50667259241108
0.408,75.28126568112457,96.95120125567543
0.412,76.21937739031048,97.06811725741393
0.416,74.66534254860072,96.83356341748667
0.42,74.86933210126111,96.66967783709649
0.424,74.17798964116668,96.80802651557151
0.428,76.46720361687188,97.1576471824277
0.432,77.50693256472945,96.68762141856101
0.436,75.09314081752976,96.82380507447684
0.44,76.55497708043032,96.98884886394376
0.444,74.76417633878994,96.86280711054815
0.448,75.07135773641768,96.43549538392553
0.452,75.20784151709414,97.01625193778325
0.456,75.37452983930599,96.52557469322736
0.46,76.74136060805755,97.06478853941638
0.464,75.8955800515407,96.58372103832744
0.468,74.7831711956185,96.46518172058104
0.472,75.5597476472628,96.79839023320777
0.476,77.49248476192352,96.91037180571715
0.48,75.74578470936112,97.00086737288757
0.484,75.99265428034832,97.0654939782555
0.488,77.21981455107537,96.66907122150002
0.492,75.15069856574428,96.77857262449967
0.496,76.03314861990495,97.25585907803644
0.5,76.39743044838427,96.82491419634724
0.504,76.62831705946661,97.18303563328064
0.508,77.50267589360263,96.65205604019994
0.512,78.29724041813772,96.31958121198085
0.516,77.3172829235717,97.04533464464568
0.52,75.8505581615882,96.54480003925121
0.524,77.18428277943376,96.72810785336047
0.528,75.82924543068256,97.03295152279033
0.532,76.78814547265327,96.74936440355849
0.536,76.1848451898562,96.75093348808056
0.54,76.29803803841833,96.70462027335542
0.544,78.47815740002146,96.89950694500126
0.548,76.33163749492664,97.10148093739821
0.552,76.0949796283692,96.73630155946553
0.556,75.82047186912241,96.72317372296182
0.56,75.52174323892224,96.72001443060554
0.564,75.18481532097631,96.98982793116592
0.568,75.18634794969266,96.95744761189592
0.572,78.93224125026283,96.75778310879957
0.576,75.08722005121008,97.4715821247566
0.58,74.64153263255815,97.33465982626102
0.584,77.21822746741336,96.5364616558124
0.588,77.32471776451605,96.75095051131049
0.592,75.89814762173992,97.09942220158999
0.596,74.42170814732567,97.00981443956879
0.6,75.60062946900744,96.49665197362262
0.604,77.10394491127205,96.57788892890498
0.608,74.82198108875254,96.77261615922305
0.612,75.68154394021722,96.52049674943552
0.616,75.18043393016879,97.00202691349986
0.62,75.54606724470815,97.11074049987216
0.624,74.3406158984791,96.87381704471596
0.628,74.93096039078586,96.72556732866975
0.632,76.40678550818427,96.85982418306303
0.636,76.63815292085062,96.77191294784062
0.64,75.6729302501258,96.34563416479301
0.644,76.0596703768532,96.7558047323317
0.648,75.44728215194407,97.0476584379422
0.652,75.48599135584625,96.82093281706742
0.656,75.6432203934276,96.77296799503227
0.66,75.22518358054018,96.86830993217447
0.664,75.69796618434317,97.05160310569724
0.668,75.92279090967445,97.01137263889402
0.672,73.23604952539402,96.56063395662561
0.676,75.37041102757196,96.73572229136673
0.68,76.61256775788027,96.95022524114833
0.684,75.68806460932463,96.37024521342165
0.688,76.81099558801702,96.60721589036042
0.692,75.35753100673173,97.01545135277017
0.696,75.57106335036234,96.89622796208255
0.7,76.04066400764077,97.11915505740026
0.704,74.01479004846179,96.52031188850113
0.708,76.18219139231198,96.88954282672756
0.712,75.87333461358702,96.5858966582348
0.716,75.42156923073249,96.46760778480686
0.72,74.2051375073255,96.81698209240228
0.724,77.52975553020873,96.63555530491988
0.728,75.0135350638535,97.29146355484562
0.732,76.48631318097353,96.78995214065772
0.736,76.32634826083479,96.7125158620563
0.74,77.73901343462552,96.955864278466
0.744,75.78216933183198,97.06876055958156
0.748,74.98966051927216,96.66156040789515
0.752,75.57500092595637,96.9939875424476
0.756,75.03688934434845,96.67207028808927
0.76,75.87890557762212,96.82233776650774
0.764,75.1477009377565,96.62300238365695
0.768,75.32767901728145,96.79708682868596
0.772,74.54903491212997,96.81119857607938
0.776,75.99930715894331,97.11164573108258
0.78,74.50778430125996,97.11658458541366
0.784,75.38310315429679,96.93803730361698
0.788,75.2063563773877,96.61931969042159
0.792,76.58630625911412,96.98982214579893
